,vader,manual,textblob,hiv4,lm,aggregate
0,47.61120263591433,48.59967051070841,50.988467874794075,47.69357495881384,48.80560131795716,48.311367380560135
1,48.311367380560135,48.72322899505766,49.341021416803954,49.25864909390445,49.17627677100494,48.84678747940691
2,49.54695222405272,48.84678747940691,49.75288303130148,49.01153212520593,49.505766062602966,50.24711696869851
3,48.68204283360791,49.95881383855025,49.629324546952226,49.135090609555185,50.0,49.46457990115321
4,47.48764415156507,48.51729818780889,51.27677100494233,47.858319604612845,48.76441515650741,48.064250411861615
5,49.217462932454694,47.817133443163094,51.11202635914333,48.39373970345964,48.14662273476112,49.25864909390445
6,48.064250411861615,47.817133443163094,49.87644151565075,48.43492586490939,49.01153212520593,48.39373970345964
7,49.093904448105434,49.9176276771005,49.17627677100494,48.72322899505766,48.72322899505766,49.87644151565075
8,49.2998352553542,48.68204283360791,50.32948929159803,48.311367380560135,48.97034596375618,48.80560131795716
9,48.97034596375618,49.75288303130148,49.217462932454694,48.55848434925865,48.88797364085667,49.42339373970346
10,50.20593080724877,49.588138385502475,50.12355848434926,48.80560131795716,48.80560131795716,49.67051070840198
11,49.135090609555185,47.57001647446458,49.9176276771005,48.59967051070841,49.46457990115321,48.47611202635914
12,49.01153212520593,48.80560131795716,50.24711696869851,48.39373970345964,49.01153212520593,48.72322899505766
13,50.32948929159803,49.25864909390445,50.370675453047774,48.02306425041186,49.42339373970346,49.2998352553542
14,49.05271828665568,48.92915980230643,49.25864909390445,48.228995057660626,48.64085667215816,49.42339373970346
15,49.9176276771005,47.65238879736409,49.093904448105434,48.311367380560135,48.92915980230643,49.25864909390445
16,48.311367380560135,47.28171334431631,47.77594728171334,47.65238879736409,48.76441515650741,47.32289950576607
17,49.341021416803954,48.72322899505766,49.67051070840198,49.05271828665568,48.39373970345964,48.76441515650741
18,48.39373970345964,49.17627677100494,48.92915980230643,48.14662273476112,48.92915980230643,48.55848434925865
19,49.42339373970346,48.68204283360791,47.28171334431631,47.48764415156507,48.228995057660626,49.382207578253706
20,48.47611202635914,48.270181219110384,49.505766062602966,48.64085667215816,48.55848434925865,48.55848434925865
21,49.588138385502475,48.352553542009886,48.18780889621087,47.98187808896211,48.228995057660626,48.76441515650741
22,47.32289950576607,47.77594728171334,47.36408566721582,47.94069192751236,48.92915980230643,47.24052718286656
23,49.2998352553542,48.352553542009886,48.311367380560135,48.47611202635914,49.01153212520593,49.217462932454694
24,48.68204283360791,47.817133443163094,47.36408566721582,48.02306425041186,48.39373970345964,47.1169686985173
25,49.382207578253706,47.8995057660626,48.64085667215816,47.15815485996705,48.72322899505766,49.01153212520593
26,47.817133443163094,47.57001647446458,48.39373970345964,47.8995057660626,49.01153212520593,48.02306425041186
27,48.39373970345964,47.858319604612845,47.77594728171334,47.8995057660626,48.39373970345964,47.98187808896211
28,48.02306425041186,46.70510708401977,49.629324546952226,47.28171334431631,48.80560131795716,47.52883031301482
29,48.47611202635914,47.44645799011532,48.68204283360791,48.105436573311366,48.18780889621087,48.105436573311366
30,50.12355848434926,47.034596375617795,48.39373970345964,47.858319604612845,48.84678747940691,48.270181219110384
