,vader,manual,textblob,hiv4,lm,aggregate
0,50.72598084646277,50.07723200494285,48.93419833178869,49.52116156935434,49.644732777262895,49.98455359901143
1,50.69508804448564,49.18134074760581,48.501699104108745,49.4902687673772,50.169910410874266,49.89187519308001
2,49.92276799505715,48.84151992585728,49.644732777262895,48.68705591597158,49.73741118319431,49.42848316342292
3,50.54062403459994,48.77973432190299,49.30491195551436,49.3358047574915,49.86098239110287,49.61383997528576
4,50.973123262279884,48.68705591597158,49.86098239110287,48.748841519925854,50.47883843064566,49.98455359901143
5,50.20080321285141,49.98455359901143,50.29348161878282,49.55205437133148,50.26258881680569,50.66419524250849
6,49.42848316342292,49.830089589125734,49.30491195551436,49.18134074760581,49.830089589125734,49.79919678714859
7,49.89187519308001,49.58294717330862,49.644732777262895,49.459375965400056,49.675625579240034,49.52116156935434
8,50.81865925239419,48.93419833178869,49.15044794562867,49.644732777262895,50.13901760889713,49.644732777262895
9,49.92276799505715,50.47883843064566,49.21223354958295,49.79919678714859,49.73741118319431,49.76830398517145
10,50.54062403459994,50.880444856348475,48.6252703120173,48.96509113376583,49.98455359901143,50.47883843064566
11,50.84955205437133,50.417052826691375,49.675625579240034,49.39759036144578,50.07723200494285,50.26258881680569
12,50.69508804448564,50.91133765832561,49.61383997528576,48.03830707445165,49.70651838121717,50.47883843064566
13,49.79919678714859,50.29348161878282,49.3358047574915,49.21223354958295,49.92276799505715,50.13901760889713
14,49.088662341674386,49.05776953969725,49.05776953969725,48.40902069817732,49.36669755946864,48.872412727834416
15,49.4902687673772,50.57151683657708,47.976521470497374,49.21223354958295,49.675625579240034,49.73741118319431
16,50.20080321285141,51.31294408402842,49.15044794562867,49.55205437133148,50.046339202965704,50.13901760889713
17,52.36329935125116,50.417052826691375,49.76830398517145,50.3552672227371,49.830089589125734,51.683657707754094
18,50.169910410874266,50.046339202965704,49.86098239110287,48.872412727834416,49.459375965400056,49.86098239110287
19,50.13901760889713,50.44794562866852,49.243126351560086,49.55205437133148,49.088662341674386,49.830089589125734
20,50.756873648439914,50.84955205437133,49.61383997528576,48.96509113376583,49.39759036144578,50.169910410874266
21,51.15848007414272,50.324374420759966,49.119555143651525,49.52116156935434,49.55205437133148,49.89187519308001
22,51.52919369786839,51.43651529193698,49.644732777262895,49.30491195551436,49.58294717330862,51.18937287611986
23,51.62187210379982,51.220265678097,49.088662341674386,49.459375965400056,49.89187519308001,51.15848007414272
24,50.69508804448564,50.91133765832561,49.52116156935434,48.96509113376583,49.98455359901143,49.86098239110287
25,50.69508804448564,49.92276799505715,50.20080321285141,48.81062712388014,49.98455359901143,50.57151683657708
26,51.86901451961693,50.23169601482854,49.95366079703429,49.30491195551436,49.73741118319431,50.756873648439914
27,51.343836886005555,49.95366079703429,50.26258881680569,49.89187519308001,49.70651838121717,50.57151683657708
28,49.36669755946864,48.903305529811554,48.37812789620018,48.19277108433735,49.459375965400056,48.03830707445165
29,49.675625579240034,49.98455359901143,49.30491195551436,49.119555143651525,49.76830398517145,49.86098239110287
30,49.21223354958295,49.05776953969725,48.532591906085884,48.06919987642879,49.18134074760581,49.119555143651525
