,vader,manual,textblob,hiv4,lm,aggregate
0,48.71527777777778,48.61111111111111,48.68055555555556,47.5,50.72916666666667,48.19444444444444
1,48.81944444444444,48.61111111111111,48.81944444444444,48.125,49.02777777777778,49.166666666666664
2,48.541666666666664,48.92361111111111,48.19444444444444,47.673611111111114,49.548611111111114,48.19444444444444
3,49.236111111111114,50.208333333333336,48.36805555555556,48.229166666666664,48.92361111111111,49.270833333333336
4,50.31250000000001,49.51388888888889,50.763888888888886,48.19444444444444,50.31250000000001,50.0
5,49.6875,49.51388888888889,47.77777777777778,48.26388888888889,49.895833333333336,48.541666666666664
6,48.05555555555556,47.84722222222222,48.229166666666664,48.26388888888889,49.47916666666667,47.84722222222222
7,47.53472222222222,48.229166666666664,48.26388888888889,47.91666666666667,49.40972222222222,47.638888888888886
8,46.63194444444444,47.1875,49.201388888888886,46.63194444444444,49.51388888888889,46.70138888888889
9,48.09027777777778,48.020833333333336,48.50694444444444,48.298611111111114,48.645833333333336,47.95138888888889
10,48.81944444444444,49.270833333333336,49.201388888888886,48.19444444444444,49.44444444444444,48.61111111111111
11,50.24305555555556,48.81944444444444,48.645833333333336,48.81944444444444,49.75694444444444,49.47916666666667
12,48.81944444444444,48.645833333333336,48.47222222222222,48.05555555555556,49.6875,48.09027777777778
13,49.583333333333336,47.04861111111111,48.40277777777778,47.46527777777778,49.166666666666664,48.4375
14,48.333333333333336,48.298611111111114,48.40277777777778,47.39583333333333,49.02777777777778,48.09027777777778
15,48.81944444444444,48.99305555555556,49.82638888888889,47.39583333333333,49.44444444444444,48.541666666666664
16,48.333333333333336,48.15972222222222,49.47916666666667,48.19444444444444,48.888888888888886,48.15972222222222
17,48.99305555555556,48.888888888888886,47.8125,48.40277777777778,49.0625,48.645833333333336
18,49.09722222222222,49.375,49.0625,47.91666666666667,48.99305555555556,48.99305555555556
19,48.92361111111111,49.236111111111114,47.8125,47.22222222222222,48.854166666666664,48.09027777777778
20,48.81944444444444,47.95138888888889,48.15972222222222,47.083333333333336,49.375,48.47222222222222
21,47.91666666666667,48.854166666666664,48.40277777777778,47.673611111111114,49.72222222222222,47.84722222222222
22,46.70138888888889,48.15972222222222,48.71527777777778,48.40277777777778,49.166666666666664,46.875
23,48.125,47.56944444444444,48.78472222222222,47.77777777777778,48.92361111111111,48.26388888888889
24,48.95833333333333,48.26388888888889,47.673611111111114,47.326388888888886,49.861111111111114,48.26388888888889
25,49.72222222222222,47.11805555555556,48.71527777777778,48.36805555555556,49.47916666666667,48.47222222222222
26,48.40277777777778,48.26388888888889,48.95833333333333,45.97222222222222,48.95833333333333,48.19444444444444
27,48.576388888888886,48.78472222222222,48.78472222222222,47.43055555555556,49.09722222222222,48.78472222222222
28,47.84722222222222,47.56944444444444,47.39583333333333,47.638888888888886,48.333333333333336,47.604166666666664
29,49.6875,48.36805555555556,48.40277777777778,47.604166666666664,49.0625,48.15972222222222
30,47.638888888888886,46.666666666666664,47.22222222222222,47.04861111111111,48.541666666666664,46.076388888888886
